Beat,Description,Grid,Occurence_Date,Offense_Category,Offense_Code,Offense_Ext,Police_District,Record_ID,Day_of_the_Week,Month,Year,Hour,Encoded_Beat
3A,484 PC PETTY THEFT,784,"Fri 03-06-2020, 03:05:00 PM",LARCENY,2399,2,3,1444069,5,06,2020,15,6
4C,459 PC BURG VEHICLE,1225,"Thu 03-05-2020, 11:30:00 AM",BURGLARY,2299,01,4,1444070,4,05,2020,11,11
4C,459 PC BURG VEHICLE,1287,"Fri 03-06-2020, 07:35:00 AM",BURGLARY,2299,01,4,1444071,5,06,2020,07,11
3M,459 PC BURG VEHICLE,742,"Fri 03-06-2020, 05:30:00 PM",BURGLARY,2299,01,3,1444073,5,06,2020,17,8
3A,487(A) PC GRAND THEFT >$950,706,"Mon 03-02-2020, 06:25:00 AM",LARCENY,2303,1,3,1444074,1,02,2020,06,6
3B,459 PC BURG VEHICLE,748,"Sat 03-07-2020, 01:00:00 AM",BURGLARY,2299,01,3,1444078,6,07,2020,01,7
3B,459 PC BURG VEHICLE,716,"Fri 03-06-2020, 11:00:00 PM",BURGLARY,2299,01,3,1444079,5,06,2020,23,7
6B,487(A) PC GRAND THEFT >$950,1054,"Wed 03-11-2020, 02:00:00 AM",LARCENY,2303,1,6,1444080,3,11,2020,02,16
1B,459 PC BURG VEHICLE,443,"Wed 02-26-2020, 04:53:00 AM",BURGLARY,2299,01,1,1444082,3,26,2020,04,1
3B,459 PC BURG VEHICLE,788,"Fri 03-06-2020, 05:40:00 PM",BURGLARY,2299,01,3,1444083,5,06,2020,17,7
4C,459 PC BURG VEHICLE,1255,"Sat 03-07-2020, 01:00:00 AM",BURGLARY,2299,01,4,1444084,6,07,2020,01,11
3M,459 PC BURG VEHICLE,742,"Fri 03-06-2020, 08:00:00 AM",BURGLARY,2299,01,3,1444085,5,06,2020,08,8
2A,484 PC PETTY THEFT,506,"Sat 03-07-2020, 03:54:00 PM",LARCENY,2399,2,2,1444088,6,07,2020,15,3
4C,459 PC BURG VEHICLE,1255,"Sat 03-07-2020, 09:00:00 PM",BURGLARY,2299,01,4,1444089,6,07,2020,21,11
2A,484 PC PETTY THEFT,226,"Thu 02-20-2020, 10:50:00 AM",LARCENY,2399,2,2,1444091,4,20,2020,10,3
6B,484 PC PETTY THEFT,1402,"Sun 03-08-2020, 03:20:00 AM",LARCENY,2399,2,6,1444092,7,08,2020,03,16
3M,459 PC BURG VEHICLE,742,"Thu 03-05-2020, 08:00:00 AM",BURGLARY,2299,01,3,1444093,4,05,2020,08,8
1A,459 PC BURG VEHICLE,338,"Mon 03-09-2020, 08:18:00 PM",BURGLARY,2299,01,1,1444097,1,09,2020,20,0
1B,487(A) PC GRAND THEFT >$950,442,"Sat 03-07-2020, 06:10:00 PM",LARCENY,2303,1,1,1444099,6,07,2020,18,1
1A,459 PC BURG VEHICLE,103,"Sun 03-08-2020, 12:00:00 AM",BURGLARY,2299,01,1,1444100,7,08,2020,00,0
6C,484 PC PETTY THEFT,1114,"Sun 03-08-2020, 01:10:00 PM",LARCENY,2399,2,6,1444102,7,08,2020,13,17
6A,484 PC PETTY THEFT,1022,"Fri 03-06-2020, 12:00:00 AM",LARCENY,2399,2,6,1444103,5,06,2020,00,15
6A,459 PC BURG VEHICLE,1022,"Fri 03-06-2020, 11:30:00 PM",BURGLARY,2299,01,6,1444105,5,06,2020,23,15
4C,484 PC PETTY THEFT,1251,"Fri 02-21-2020, 01:31:00 AM",LARCENY,2399,2,4,1444106,5,21,2020,01,11
3A,459 PC BURG VEHICLE,782,"Sat 03-07-2020, 05:20:00 PM",BURGLARY,2299,01,3,1444108,6,07,2020,17,6
6B,1708 US THEFT OF MAIL,1402,"Fri 03-06-2020, 11:00:00 AM",LARCENY,2310,0,6,1444109,5,06,2020,11,16
3B,487(A) PC GRAND THEFT >$950,726,"Thu 02-27-2020, 11:00:00 PM",LARCENY,2303,1,3,1444115,4,27,2020,23,7
1A,487(A) PC GRAND THEFT >$950,136,"Sat 03-07-2020, 06:45:00 PM",LARCENY,2303,1,1,1444116,6,07,2020,18,0
2C,487(A) PC GRAND THEFT >$950,620,"Wed 03-11-2020, 06:00:00 PM",LARCENY,2303,1,2,1444117,3,11,2020,18,5
6C,484 PC PETTY THEFT,1405,"Mon 03-09-2020, 06:55:00 PM",LARCENY,2399,2,6,1444123,1,09,2020,18,17
2C,484 PC PETTY THEFT,628,"Sat 02-29-2020, 07:07:00 PM",LARCENY,2399,2,2,1444124,6,29,2020,19,5
3B,484 PC PETTY THEFT,766,"Mon 03-09-2020, 08:50:00 AM",LARCENY,2399,2,3,1444127,1,09,2020,08,7
6C,484 PC PETTY THEFT,1113,"Mon 03-09-2020, 07:20:00 PM",LARCENY,2399,2,6,1444131,1,09,2020,19,17
1A,484 PC PETTY THEFT,333,"Tue 03-10-2020, 11:50:00 AM",LARCENY,2399,2,1,1444133,2,10,2020,11,0
6D,484 PC PETTY THEFT,843,"Sat 03-07-2020, 12:45:00 PM",LARCENY,2399,2,6,1444136,6,07,2020,12,18
3B,459 PC BURG BUSINESS-FORCE,778,"Tue 03-10-2020, 08:30:00 AM",BURGLARY,2203,0,3,1444146,2,10,2020,08,7
6C,484 PC PETTY THEFT,1113,"Sat 03-07-2020, 12:30:00 PM",LARCENY,2399,2,6,1444149,6,07,2020,12,17
1C,602 PC TRESPASS,447,"Sat 03-14-2020, 10:09:00 PM",PRIVACY,5707,0,1,1444154,6,14,2020,22,2
5C,459 PC BURG RESIDENCE-FORCE,1623,"Sun 03-15-2020, 01:14:00 AM",BURGLARY,2202,0,5,1444158,7,15,2020,01,14
4A,484 PETTY THEFT/LICENSE PLATE,905,"Sun 03-15-2020, 02:00:00 PM",LARCENY,2399,4,4,1444163,7,15,2020,14,9
2A,484 PETTY THEFT/LICENSE PLATE,503,"Fri 03-13-2020, 10:30:00 PM",LARCENY,2399,4,2,1444170,5,13,2020,22,3
3A,211 PC ROBBERY-UNSPECIFIED,782,"Sun 03-15-2020, 03:48:00 PM",ROBBERY,1299,0,3,1444196,7,15,2020,15,6
3A,602 PC TRESPASS,704,"Sun 03-15-2020, 07:42:00 PM",PRIVACY,5707,0,3,1444201,7,15,2020,19,6
6D,487(A) GRAND THEFT-SHOPLIFT,845,"Sun 03-15-2020, 12:06:00 PM",LARCENY,2303,2,6,1444232,7,15,2020,12,18
6E,459 PC BURG BUSINESS-FORCE,1115,"Thu 03-12-2020, 03:30:00 AM",BURGLARY,2203,0,6,1444234,4,12,2020,03,19
6A,484 PC PETTY THEFT,1034,"Wed 03-11-2020, 08:00:00 AM",LARCENY,2399,2,6,1444236,3,11,2020,08,15
2A,496D(A) PURCH STLN VEH-FEL,213,"Sun 03-15-2020, 12:34:00 PM",STOLEN PROP,2803,04,2,1444237,7,15,2020,12,3
4B,484 PC PETTY THEFT,988,"Wed 03-11-2020, 01:37:00 PM",LARCENY,2399,2,4,1444247,3,11,2020,13,10
6C,484 PC PETTY THEFT,1113,"Tue 03-10-2020, 06:00:00 PM",LARCENY,2399,2,6,1444257,2,10,2020,18,17
3A,484 PC PETTY THEFT,764,"Mon 03-09-2020, 11:00:00 AM",LARCENY,2399,2,3,1444258,1,09,2020,11,6
3B,459 PC BURG VEHICLE,727,"Fri 03-06-2020, 10:00:00 PM",BURGLARY,2299,01,3,1444264,5,06,2020,22,7
5B,459 PC BURG VEHICLE,1616,"Sun 03-08-2020, 07:00:00 AM",BURGLARY,2299,01,5,1444265,7,08,2020,07,13
6B,459.5 BURGLARY SHOPLIFT > $950,1084,"Sun 03-15-2020, 11:00:00 PM",BURGLARY,2205,4,6,1444272,7,15,2020,23,16
4A,484 PC PETTY THEFT,925,"Wed 03-11-2020, 03:52:00 PM",LARCENY,2399,2,4,1444276,3,11,2020,15,9
4B,459 PC BURG VEHICLE,1326,"Sat 03-07-2020, 04:00:00 AM",BURGLARY,2299,01,4,1444277,6,07,2020,04,10
6D,459 PC BURG VEHICLE,843,"Sat 03-07-2020, 12:00:00 PM",BURGLARY,2299,01,6,1444278,6,07,2020,12,18
4C,1708 US THEFT OF MAIL,1266,"Mon 03-09-2020, 05:35:00 PM",LARCENY,2310,0,4,1444279,1,09,2020,17,11
6E,459 PC BURG VEHICLE,879,"Mon 03-09-2020, 10:00:00 AM",BURGLARY,2299,01,6,1444280,1,09,2020,10,19
4B,1708 US THEFT OF MAIL,976,"Sat 03-07-2020, 09:05:00 AM",LARCENY,2310,0,4,1444282,6,07,2020,09,10
3B,484 PETTY THEFT CLOUT UNLOCKED,748,"Sun 03-08-2020, 08:30:00 PM",LARCENY,2305,0,3,1444283,7,08,2020,20,7
5C,487(A) PC GRAND THEFT >$950,1607,"Fri 03-06-2020, 08:00:00 AM",LARCENY,2303,1,5,1444285,5,06,2020,08,14
6B,459 PC BURG VEHICLE,1067,"Mon 03-09-2020, 09:00:00 PM",BURGLARY,2299,01,6,1444288,1,09,2020,21,16
6B,459 PC BURG VEHICLE,1084,"Sun 03-15-2020, 07:00:00 AM",BURGLARY,2299,01,6,1444292,7,15,2020,07,16
4C,1708 US THEFT OF MAIL,1286,"Wed 02-12-2020, 05:00:00 PM",LARCENY,2310,0,4,1444294,3,12,2020,17,11
4C,1708 US THEFT OF MAIL,1266,"Tue 03-10-2020, 07:15:00 PM",LARCENY,2310,0,4,1444295,2,10,2020,19,11
3A,459 PC BURG VEHICLE,776,"Mon 03-16-2020, 07:30:00 AM",BURGLARY,2299,01,3,1444297,1,16,2020,07,6
2A,484 PC PETTY THEFT,506,"Tue 03-10-2020, 09:00:00 PM",LARCENY,2399,2,2,1444307,2,10,2020,21,3
4A,459 PC BURG VEHICLE,913,"Tue 03-10-2020, 11:50:00 PM",BURGLARY,2299,01,4,1444316,2,10,2020,23,9
4C,459 PC BURG VEHICLE,1287,"Wed 03-11-2020, 08:20:00 AM",BURGLARY,2299,01,4,1444318,3,11,2020,08,11
3B,459 PC BURG VEHICLE,788,"Tue 03-10-2020, 12:00:00 AM",BURGLARY,2299,01,3,1444321,2,10,2020,00,7
1A,459 PC BURG VEHICLE,103,"Tue 03-10-2020, 12:00:00 AM",BURGLARY,2299,01,1,1444323,2,10,2020,00,0
2C,459 PC BURG VEHICLE,626,"Mon 03-09-2020, 12:00:00 AM",BURGLARY,2299,01,2,1444324,1,09,2020,00,5
2B,487(A) PC GRAND THEFT >$950,553,"Tue 03-10-2020, 09:00:00 AM",LARCENY,2303,1,2,1444326,2,10,2020,09,4
5C,459 PC BURG VEHICLE,1635,"Wed 03-11-2020, 01:35:00 AM",BURGLARY,2299,01,5,1444328,3,11,2020,01,14
2C,484 PC PETTY THEFT,567,"Wed 03-11-2020, 04:50:00 PM",LARCENY,2399,2,2,1444330,3,11,2020,16,5
1A,487(A) PC GRAND THEFT >$950,344,"Mon 03-09-2020, 12:45:00 AM",LARCENY,2303,1,1,1444331,1,09,2020,00,0
6B,484 PETTY THEFT CLOUT UNLOCKED,1017,"Tue 03-10-2020, 12:00:00 AM",LARCENY,2305,0,6,1444334,2,10,2020,00,16
6B,459 PC BURG VEHICLE,1421,"Mon 03-09-2020, 08:30:00 AM",BURGLARY,2299,01,6,1444335,1,09,2020,08,16
4C,459 PC BURG VEHICLE,1257,"Sun 03-08-2020, 03:25:00 PM",BURGLARY,2299,01,4,1444336,7,08,2020,15,11
5C,459 PC BURG VEHICLE,1605,"Sun 03-15-2020, 11:13:00 PM",BURGLARY,2299,01,5,1444337,7,15,2020,23,14
3B,459 PC BURG RESIDENCE-FORCE,787,"Fri 03-13-2020, 01:00:00 PM",BURGLARY,2202,0,3,1444339,5,13,2020,13,7
4B,459 PC BURG VEHICLE,958,"Mon 03-16-2020, 12:15:00 AM",BURGLARY,2299,01,4,1444340,1,16,2020,00,10
6D,459 PC BURG BUSINESS-FORCE,841,"Sun 03-15-2020, 07:13:00 AM",BURGLARY,2203,0,6,1444341,7,15,2020,07,18
1A,459 PC BURG VEHICLE,103,"Sun 03-15-2020, 04:06:00 PM",BURGLARY,2299,01,1,1444345,7,15,2020,16,0
1A,487(A) PC GRAND THEFT >$950,337,"Sat 03-14-2020, 03:16:00 PM",LARCENY,2303,1,1,1444346,6,14,2020,15,0
6E,484 PETTY THEFT/LICENSE PLATE,1101,"Thu 02-27-2020, 01:50:00 PM",LARCENY,2399,4,6,1444348,4,27,2020,13,19
4A,459 PC BURG VEHICLE,903,"Wed 03-04-2020, 10:00:00 PM",BURGLARY,2299,01,4,1444349,3,04,2020,22,9
3A,484 PC PETTY THEFT,725,"Sun 03-15-2020, 06:03:00 PM",LARCENY,2399,2,3,1444350,7,15,2020,18,6
6C,O/S AGENCY  10851 VC LOCATE,1422,"Sat 03-14-2020, 04:07:00 PM",AUTO THEFT,2404,13,6,1444359,6,14,2020,16,17
2C,O/S AGENCY  10851 VC LOCATE,611,"Sun 03-15-2020, 10:44:00 AM",AUTO THEFT,2404,13,2,1444360,7,15,2020,10,5
4C,484 PC PETTY THEFT,1225,"Thu 03-12-2020, 01:30:00 AM",LARCENY,2399,2,4,1444366,4,12,2020,01,11
1A,211 PC ROBBERY-SHOPLIFT,328,"Sun 03-15-2020, 12:52:00 PM",ROBBERY,1203,0,1,1444367,7,15,2020,12,0
4A,211 PC ROBBERY-SHOPLIFT,907,"Sun 03-15-2020, 01:15:00 PM",ROBBERY,1203,0,4,1444368,7,15,2020,13,9
3B,459 PC BURG VEHICLE,746,"Thu 03-12-2020, 08:30:00 PM",BURGLARY,2299,01,3,1444369,4,12,2020,20,7
2A,459.5 BURGLARY SHOPLIFT < $950,232,"Wed 03-11-2020, 09:42:00 AM",BURGLARY,2205,3,2,1444370,3,11,2020,09,3
3M,459 PC BURG VEHICLE,741,"Tue 02-25-2020, 08:00:00 PM",BURGLARY,2299,01,3,1444371,2,25,2020,20,8
4A,459 PC BURG VEHICLE,918,"Mon 03-16-2020, 01:05:00 AM",BURGLARY,2299,01,4,1444372,1,16,2020,01,9
3B,10855 VC LSE/RENT NOT RETURNED,746,"Wed 03-04-2020, 05:45:00 PM",AUTO THEFT,2404,12,3,1444373,3,04,2020,17,7
4A,459 PC BURG VEHICLE,905,"Wed 03-11-2020, 09:30:00 PM",BURGLARY,2299,01,4,1444384,3,11,2020,21,9
4C,484 PC PETTY THEFT,1279,"Sun 03-15-2020, 06:00:00 PM",LARCENY,2399,2,4,1444398,7,15,2020,18,11
5C,484 PETTY THEFT/LICENSE PLATE,1605,"Sat 03-14-2020, 07:00:00 AM",LARCENY,2399,4,5,1444399,6,14,2020,07,14
6E,484 PC PETTY THEFT,1102,"Fri 03-13-2020, 03:15:00 PM",LARCENY,2399,2,6,1444415,5,13,2020,15,19
1A,1708 US THEFT OF MAIL,104,"Sun 02-09-2020, 10:20:00 PM",LARCENY,2310,0,1,1444416,7,09,2020,22,0
1A,459 PC BURG VEHICLE,337,"Fri 03-06-2020, 06:35:00 PM",BURGLARY,2299,01,1,1444417,5,06,2020,18,0
1A,484 PC PETTY THEFT,328,"Wed 02-26-2020, 03:40:00 PM",LARCENY,2399,2,1,1444418,3,26,2020,15,0
6E,487(A) PC GRAND THEFT >$950,1101,"Fri 03-06-2020, 10:50:00 AM",LARCENY,2303,1,6,1444419,5,06,2020,10,19
4B,459 PC BURG VEHICLE,978,"Wed 03-11-2020, 11:30:00 PM",BURGLARY,2299,01,4,1444420,3,11,2020,23,10
3B,459 PC BURG VEHICLE,747,"Thu 03-12-2020, 01:30:00 AM",BURGLARY,2299,01,3,1444421,4,12,2020,01,7
1C,459 PC BURG RESIDENCE-NO FORCE,446,"Mon 03-02-2020, 12:00:00 PM",BURGLARY,2204,0,1,1444422,1,02,2020,12,2
2A,459 PC BURG VEHICLE,506,"Thu 03-12-2020, 09:00:00 AM",BURGLARY,2299,01,2,1444423,4,12,2020,09,3
1A,459 PC BURG VEHICLE,338,"Wed 03-11-2020, 11:15:00 AM",BURGLARY,2299,01,1,1444425,3,11,2020,11,0
3B,459 PC BURG VEHICLE,787,"Wed 03-04-2020, 10:00:00 PM",BURGLARY,2299,01,3,1444426,3,04,2020,22,7
6B,484 PC PETTY THEFT,1038,"Tue 03-03-2020, 07:20:00 PM",LARCENY,2399,2,6,1444427,2,03,2020,19,16
6D,459 PC BURG VEHICLE,854,"Sat 02-29-2020, 09:30:00 AM",BURGLARY,2299,01,6,1444429,6,29,2020,09,18
2C,484 PC PETTY THEFT,626,"Fri 02-21-2020, 12:36:00 PM",LARCENY,2399,2,2,1444430,5,21,2020,12,5
3B,459 PC BURG VEHICLE,788,"Thu 03-12-2020, 06:00:00 PM",BURGLARY,2299,01,3,1444438,4,12,2020,18,7
1B,487(A) GRAND THFT-RECYCL METAL,423,"Thu 03-12-2020, 12:00:00 AM",LARCENY,2399,23,1,1444445,4,12,2020,00,1
2A,459 PC BURG VEHICLE,232,"Thu 03-12-2020, 03:30:00 PM",BURGLARY,2299,01,2,1444456,4,12,2020,15,3
1C,487(A) PC GRAND THEFT >$950,426,"Tue 03-10-2020, 02:15:00 PM",LARCENY,2303,1,1,1444458,2,10,2020,14,2
3A,459 PC BURG RESIDENCE-NO FORCE,785,"Sat 02-22-2020, 01:00:00 PM",BURGLARY,2204,0,3,1444459,6,22,2020,13,6
1A,459 PC BURG VEHICLE,305,"Mon 03-16-2020, 12:00:00 PM",BURGLARY,2299,01,1,1444479,1,16,2020,12,0
6E,484 PC PETTY THEFT,898,"Mon 03-16-2020, 12:30:00 AM",LARCENY,2399,2,6,1444492,1,16,2020,00,19
4B,484 PC PETTY THEFT,966,"Fri 03-13-2020, 11:44:00 PM",LARCENY,2399,2,4,1444493,5,13,2020,23,10
6B,487(A) GRAND THEFT-AUTO PARTS,1003,"Tue 03-17-2020, 12:43:00 AM",LARCENY,2304,1,6,1444500,2,17,2020,00,16
6D,602 PC TRESPASS,821,"Mon 03-16-2020, 10:40:00 PM",PRIVACY,5707,0,6,1444501,1,16,2020,22,18
2C,484 PETTY THEFT/LICENSE PLATE,603,"Wed 03-11-2020, 09:23:00 PM",LARCENY,2399,4,2,1444503,3,11,2020,21,5
6C,459.5 BURGLARY SHOPLIFT < $950,1111,"Mon 03-16-2020, 06:27:00 PM",BURGLARY,2205,3,6,1444505,1,16,2020,18,17
1A,459.5 BURGLARY SHOPLIFT < $950,328,"Mon 03-16-2020, 03:32:00 PM",BURGLARY,2205,3,1,1444525,1,16,2020,15,0
2A,484 PETTY THEFT/LICENSE PLATE,233,"Mon 03-16-2020, 10:00:00 AM",LARCENY,2399,4,2,1444529,1,16,2020,10,3
5B,459 PC BURG VEHICLE,1621,"Tue 03-17-2020, 03:00:00 AM",BURGLARY,2299,01,5,1444534,2,17,2020,03,13
1C,459 PC BURG RESIDENCE-NO FORCE,449,"Wed 03-11-2020, 06:00:00 AM",BURGLARY,2204,0,1,1444540,3,11,2020,06,2
5C,484 PC PETTY THEFT,1642,"Thu 03-12-2020, 11:05:00 PM",LARCENY,2399,2,5,1444555,4,12,2020,23,14
2C,459 PC BURG VEHICLE,620,"Sun 03-15-2020, 03:10:00 PM",BURGLARY,2299,01,2,1444556,7,15,2020,15,5
3B,459 PC BURG BUSINESS-FORCE,746,"Mon 03-16-2020, 02:54:00 AM",BURGLARY,2203,0,3,1444558,1,16,2020,02,7
6D,487(A) GRAND THEFT-AUTO PARTS,843,"Mon 03-16-2020, 05:01:00 AM",LARCENY,2304,1,6,1444561,1,16,2020,05,18
5A,484 PC PETTY THEFT,1503,"Tue 03-10-2020, 09:00:00 AM",LARCENY,2399,2,5,1444563,2,10,2020,09,12
1C,484 PC PETTY THEFT,409,"Fri 03-13-2020, 06:35:00 AM",LARCENY,2399,2,1,1444566,5,13,2020,06,2
6C,484 PC PETTY THEFT,1147,"Sun 03-08-2020, 02:20:00 PM",LARCENY,2399,2,6,1444567,7,08,2020,14,17
6A,484 PETTY THEFT CLOUT UNLOCKED,1013,"Wed 03-11-2020, 11:00:00 PM",LARCENY,2305,0,6,1444569,3,11,2020,23,15
6C,484 PETTY THEFT CLOUT UNLOCKED,1146,"Mon 03-09-2020, 03:05:00 AM",LARCENY,2305,0,6,1444570,1,09,2020,03,17
6C,484 PC PETTY THEFT,1441,"Wed 03-11-2020, 01:55:00 AM",LARCENY,2399,2,6,1444571,3,11,2020,01,17
5A,487(A) PC GRAND THEFT >$950,1522,"Wed 03-11-2020, 03:05:00 PM",LARCENY,2303,1,5,1444579,3,11,2020,15,12
2C,484 PETTY THEFT/LICENSE PLATE,603,"Wed 03-11-2020, 09:23:00 PM",LARCENY,2399,4,2,1444581,3,11,2020,21,5
1B,459 PC BURG VEHICLE,422,"Tue 02-25-2020, 08:40:00 AM",BURGLARY,2299,01,1,1444589,2,25,2020,08,1
2C,484 PETTY THEFT/LICENSE PLATE,603,"Wed 03-11-2020, 09:23:00 PM",LARCENY,2399,4,2,1444593,3,11,2020,21,5
3A,459 PC BURG RESIDENCE-FORCE,786,"Mon 03-16-2020, 11:38:00 PM",BURGLARY,2202,0,3,1444595,1,16,2020,23,6
6C,459 PC BURG VEHICLE,1441,"Sun 03-15-2020, 09:30:00 PM",BURGLARY,2299,01,6,1444598,7,15,2020,21,17
5B,487(A) PC GRAND THEFT >$950,1604,"Sun 03-08-2020, 08:00:00 AM",LARCENY,2303,1,5,1444607,7,08,2020,08,13
3A,484 PETTY THEFT/LICENSE PLATE,701,"Mon 03-16-2020, 06:00:00 PM",LARCENY,2399,4,3,1444614,1,16,2020,18,6
1A,459 PC BURG BUSINESS-FORCE,333,"Tue 03-10-2020, 02:51:00 AM",BURGLARY,2203,0,1,1444670,2,10,2020,02,0
6C,459 PC BURG BUSINESS-FORCE,1134,"Wed 03-11-2020, 03:30:00 AM",BURGLARY,2203,0,6,1444673,3,11,2020,03,17
5C,459 PC BURG RESIDENCE-FORCE,1605,"Fri 03-13-2020, 09:39:00 AM",BURGLARY,2202,0,5,1444680,5,13,2020,09,14
6C,484 PETTY THEFT-SHOPLIFT,1111,"Fri 03-13-2020, 04:07:00 PM",LARCENY,2303,3,6,1444681,5,13,2020,16,17
3B,487(A) GRAND THEFT-CLOUT-UNLOC,727,"Sat 03-14-2020, 11:00:00 PM",LARCENY,2305,1,3,1444686,6,14,2020,23,7
1A,484 PC PETTY THEFT,336,"Wed 02-26-2020, 03:15:00 AM",LARCENY,2399,2,1,1444688,3,26,2020,03,0
3A,484 PC PETTY THEFT/INSIDE,704,"Mon 03-16-2020, 10:27:00 AM",LARCENY,2308,0,3,1444689,1,16,2020,10,6
5A,O/S AGENCY  10851 VC LOCATE,1398,"Mon 03-16-2020, 10:53:00 PM",AUTO THEFT,2404,13,5,1444700,1,16,2020,22,12
6C,459 PC BURG VEHICLE,1441,"Tue 03-17-2020, 09:21:00 PM",BURGLARY,2299,01,6,1444704,2,17,2020,21,17
6B,211 PC ROBBERY-UNSPECIFIED,1003,"Tue 03-17-2020, 05:41:00 AM",ROBBERY,1299,0,6,1444705,2,17,2020,05,16
6C,459 PC BURG VEHICLE,1443,"Fri 03-13-2020, 11:30:00 PM",BURGLARY,2299,01,6,1444707,5,13,2020,23,17
6A,211 PC ROBBERY-UNSPECIFIED,1042,"Tue 03-17-2020, 06:22:00 AM",ROBBERY,1299,0,6,1444719,2,17,2020,06,15
6B,211 PC ROBBERY-BANK,1084,"Tue 03-17-2020, 08:25:00 AM",ROBBERY,1211,0,6,1444722,2,17,2020,08,16
6C,O/S AGENCY  10851 VC LOCATE,1445,"Tue 03-17-2020, 09:16:00 AM",AUTO THEFT,2404,13,6,1444730,2,17,2020,09,17
2A,O/S AGENCY  10851 VC LOCATE,213,"Tue 03-17-2020, 10:16:00 AM",AUTO THEFT,2404,13,2,1444731,2,17,2020,10,3
1A,487(A) PC GRAND THEFT >$950,106,"Wed 03-11-2020, 11:00:00 PM",LARCENY,2303,1,1,1444734,3,11,2020,23,0
1C,484 PETTY THEFT/LICENSE PLATE,409,"Tue 03-17-2020, 09:00:00 PM",LARCENY,2399,4,1,1444739,2,17,2020,21,2
5A,459 PC BURG RESIDENCE-FORCE,1504,"Tue 03-17-2020, 10:17:00 AM",BURGLARY,2202,0,5,1444742,2,17,2020,10,12
3B,211 PC ROBBERY-UNSPECIFIED,747,"Thu 03-12-2020, 12:30:00 AM",ROBBERY,1299,0,3,1444750,4,12,2020,00,7
3A,O/S AGENCY  10851 VC LOCATE,715,"Tue 03-17-2020, 06:00:00 PM",AUTO THEFT,2404,13,3,1444754,2,17,2020,18,6
6A,484 PC PETTY THEFT,1071,"Tue 03-17-2020, 06:16:00 PM",LARCENY,2399,2,6,1444756,2,17,2020,18,15
2C,484 PC PETTY THEFT,625,"Tue 03-17-2020, 01:00:00 PM",LARCENY,2399,2,2,1444757,2,17,2020,13,5
5A,459 PC BURG RESIDENCE-FORCE,1501,"Wed 03-18-2020, 12:18:00 AM",BURGLARY,2202,0,5,1444759,3,18,2020,00,12
1A,459 PC BURG VEHICLE,128,"Sun 03-08-2020, 12:25:00 AM",BURGLARY,2299,01,1,1444761,7,08,2020,00,0
3A,459 PC BURG VEHICLE,725,"Mon 03-09-2020, 03:30:00 PM",BURGLARY,2299,01,3,1444763,1,09,2020,15,6
3B,459 PC BURG VEHICLE,736,"Sat 03-07-2020, 08:00:00 PM",BURGLARY,2299,01,3,1444764,6,07,2020,20,7
3M,459 PC BURG VEHICLE,731,"Tue 03-10-2020, 07:00:00 AM",BURGLARY,2299,01,3,1444765,2,10,2020,07,8
5A,484 PC PETTY THEFT,1522,"Fri 03-13-2020, 04:30:00 PM",LARCENY,2399,2,5,1444766,5,13,2020,16,12
5B,487(D)(2) GRAND THFT GUN <$950,1612,"Wed 03-18-2020, 12:03:00 PM",LARCENY,2399,32,5,1444767,3,18,2020,12,13
4A,484 PC PETTY THEFT,955,"Tue 03-17-2020, 10:45:00 AM",LARCENY,2399,2,4,1444768,2,17,2020,10,9
5C,484 PC PETTY THEFT AUTO PART,1654,"Mon 03-02-2020, 07:40:00 AM",LARCENY,2304,0,5,1444769,1,02,2020,07,14
3B,459 PC BURG RESIDENCE-NO FORCE,787,"Sat 03-14-2020, 08:00:00 AM",BURGLARY,2204,0,3,1444771,6,14,2020,08,7
1B,487(A) PC GRAND THEFT >$950,421,"Fri 02-28-2020, 03:45:00 AM",LARCENY,2303,1,1,1444772,5,28,2020,03,1
6D,459 PC BURG VEHICLE,847,"Fri 03-13-2020, 11:00:00 PM",BURGLARY,2299,01,6,1444780,5,13,2020,23,18
3B,487(A) PC GRAND THEFT >$950,717,"Fri 03-13-2020, 07:00:00 PM",LARCENY,2303,1,3,1444782,5,13,2020,19,7
2C,484 PC PETTY THEFT,628,"Sat 03-14-2020, 11:30:00 AM",LARCENY,2399,2,2,1444788,6,14,2020,11,5
3M,484 PC PETTY THEFT,742,"Sat 03-14-2020, 11:30:00 PM",LARCENY,2399,2,3,1444801,6,14,2020,23,8
6D,484 PC PETTY THEFT,851,"Sat 03-14-2020, 12:00:00 PM",LARCENY,2399,2,6,1444809,6,14,2020,12,18
1B,487(A) PC GRAND THEFT >$950,440,"Wed 03-04-2020, 08:30:00 AM",LARCENY,2303,1,1,1444815,3,04,2020,08,1
1A,459 PC BURG VEHICLE,337,"Sat 03-14-2020, 01:35:00 PM",BURGLARY,2299,01,1,1444816,6,14,2020,13,0
5B,459 PC BURG VEHICLE,1369,"Sat 03-14-2020, 09:00:00 AM",BURGLARY,2299,01,5,1444824,6,14,2020,09,13
5C,484 PC THEFT-LIC PLATE TABS,1606,"Sat 03-14-2020, 05:00:00 PM",LARCENY,2399,5,5,1444828,6,14,2020,17,14
6E,459 PC BURG VEHICLE,872,"Fri 03-13-2020, 12:00:00 PM",BURGLARY,2299,01,6,1444829,5,13,2020,12,19
